0.104849479;0.799275065;0.949966647;0.901915931;0.885770973;0.204278795;0.891653451;0.102411079;0.014563966;0.794826331;0.870161662;0.002763594;0.439382039;0.948025796;0.064381804;0.949986488;0.475698237;0.896601783;0.535572916;0.949247049;0.154442555;0.08920698;0.919809618;0.265591043;0.502906853;0.94996874;0.005408637;0.016567844;0.899113381;0.350963162;0.941436045;0.764675631;0.896431609;0.902744144;0.827460618;0.760604166;0.949844743;0.713388217
0.030588141;0.810251719;0.94989704;0.914936034;0.882070052;0.081630918;0.903932002;0.090345216;0.009347773;0.783123731;0.892617844;0.001009519;0.419698851;0.946165067;0.051126423;0.949983669;0.662600703;0.897367135;0.53749989;0.949574351;0.097399686;0.135200504;0.920554908;0.28662559;0.524676312;0.949998694;0.007756235;0.015216459;0.907460024;0.406154066;0.943460451;0.741572366;0.933310179;0.905382745;0.682722867;0.775002325;0.949925316;0.701552483
0.008846113;0.862154577;0.949964109;0.926966831;0.868693123;0.007872859;0.918148776;0.075085042;0.010373306;0.772968696;0.909259669;0.000285854;0.394308588;0.946371296;0.050964701;0.949976791;0.740472715;0.905247776;0.497561437;0.949978284;0.082836651;0.165361834;0.926062685;0.305826368;0.504109025;0.949981048;0.010414573;0.014372089;0.904623669;0.443839573;0.943419396;0.675258339;0.945255618;0.902475198;0.495145406;0.762765884;0.949364987;0.72031922
0.010106993;0.895150572;0.949982171;0.935726822;0.826913814;0.008683219;0.928442858;0.058901229;0.017502498;0.732554766;0.914530957;0.000118473;0.392047522;0.945186128;0.065777788;0.949965345;0.754645403;0.908591963;0.490970066;0.949999497;0.100452302;0.204392309;0.940414468;0.329164883;0.449519043;0.9499489;0.013538208;0.016933227;0.897034811;0.48639676;0.938449106;0.507183339;0.946553851;0.885577475;0.292998896;0.745366301;0.946424058;0.772586314
0.015536996;0.91150195;0.949976285;0.939893522;0.752455325;0.022412888;0.929755017;0.045911645;0.024538306;0.751711827;0.924194012;0.000437151;0.391170342;0.944452723;0.076298981;0.949890347;0.796998587;0.896267045;0.425892748;0.949998421;0.08959418;0.246396111;0.933595977;0.315195568;0.398837873;0.949498593;0.017521991;0.019136099;0.876855326;0.494602145;0.93363426;0.425487678;0.94638966;0.849118787;0.12843258;0.755937819;0.942036891;0.80354462
0.024791834;0.919902239;0.949996321;0.941378355;0.623740071;0.046893601;0.933108562;0.037386762;0.032184656;0.789696219;0.933580909;0.00084472;0.361928363;0.943065066;0.093090957;0.949728936;0.835021799;0.876684479;0.416007348;0.949991865;0.077717823;0.412462864;0.932816775;0.323859159;0.377386161;0.947625677;0.040340758;0.019950782;0.812370162;0.448676957;0.928232944;0.487729115;0.941318266;0.91157526;0.039351811;0.776907835;0.941818878;0.805633464
0.040801282;0.926311273;0.949955683;0.941892046;0.506305983;0.127822804;0.938963336;0.028516881;0.041718929;0.743916173;0.938772473;0.001159828;0.372127104;0.939930212;0.119662127;0.949592136;0.838792863;0.871255049;0.431670076;0.949989124;0.089980262;0.636480985;0.94149409;0.356813946;0.287666979;0.945595155;0.066232033;0.013773895;0.719119879;0.440126457;0.919894473;0.593757342;0.941898063;0.927652689;0.002826952;0.790847699;0.941471008;0.813830732
0.05060827;0.937928013;0.949981535;0.942267056;0.369937392;0.292805652;0.943643481;0.019649984;0.060490223;0.702546689;0.944153135;0.001480368;0.479677122;0.933686416;0.133263146;0.949383054;0.836405873;0.864573752;0.465194673;0.949990877;0.104625905;0.844631776;0.948342977;0.40429354;0.202905053;0.946435127;0.080628337;0.011416909;0.602303134;0.418557752;0.911123583;0.691688509;0.946158109;0.931266008;0.005125586;0.790940665;0.928788416;0.831617564
0.05614827;0.942790266;0.949987718;0.942460781;0.349666169;0.469755952;0.945426703;0.01614401;0.086156313;0.76442661;0.947243945;0.002116162;0.496436336;0.927866284;0.118525621;0.948967235;0.831630198;0.845590387;0.52804398;0.949934043;0.127893549;0.936323551;0.949358814;0.488674174;0.145241882;0.948650853;0.099953737;0.015312282;0.496716494;0.399625241;0.904073062;0.689801432;0.948460774;0.927810635;0.008714495;0.791866599;0.900610581;0.843614453
0.053191374;0.946926137;0.949984743;0.943352367;0.430844431;0.652040297;0.947513364;0.017408661;0.123126077;0.651724351;0.94809546;0.004029171;0.431747839;0.923600544;0.106020578;0.94850308;0.840128096;0.819893658;0.582222577;0.949535842;0.186056139;0.947727894;0.944534188;0.595507978;0.106745977;0.949685941;0.12537004;0.018841932;0.42736751;0.385739699;0.904021282;0.679101433;0.94959122;0.934654848;0.026719852;0.808730162;0.874529399;0.845210099
0.059573084;0.94693938;0.94998328;0.942791215;0.51548145;0.742864714;0.948931081;0.027293075;0.080256161;0.732173232;0.949094992;0.00843857;0.30473299;0.920889125;0.080733828;0.948673135;0.826252654;0.714917303;0.355234298;0.948542302;0.248148054;0.94180854;0.905883378;0.725853918;0.064915731;0.948994577;0.115763144;0.02572658;0.391710937;0.248689943;0.857995794;0.630733065;0.949479252;0.931130046;0.085243149;0.646281021;0.846146167;0.785858926
0.026532636;0.948907993;0.949955342;0.944735148;0.419416634;0.79975383;0.949548561;0.012678226;0.087464472;0.75481893;0.946616843;0.019644638;0.350267733;0.935862237;0.073946587;0.946781977;0.873475253;0.705654038;0.181294347;0.946071828;0.221018839;0.942379189;0.915845986;0.86591357;0.054478771;0.944870177;0.110175599;0.01752119;0.34015844;0.227902516;0.886291542;0.660150791;0.949987361;0.940965561;0.224051774;0.69403816;0.741281488;0.755268789
0.0217229;0.949640691;0.949949786;0.946485023;0.374096493;0.823853628;0.94982683;0.006640235;0.11001128;0.751425319;0.944054409;0.032346462;0.345010669;0.944821896;0.089488564;0.940675488;0.930529564;0.692276357;0.047235882;0.944624567;0.183187768;0.941861027;0.903193521;0.922377837;0.055752282;0.943587723;0.125610399;0.011951352;0.261764913;0.256539421;0.919253543;0.671746149;0.94999999;0.947277666;0.397141762;0.733654678;0.626354034;0.675967603
0.023032629;0.949907106;0.949946095;0.947720758;0.53355251;0.822150647;0.949964657;0.005475632;0.116785651;0.870609619;0.938604066;0.037369989;0.244549083;0.946372123;0.102798119;0.921718193;0.948192428;0.706444186;0.000793938;0.93914349;0.173644649;0.939049739;0.86818136;0.93725654;0.064048371;0.936548534;0.164130531;0.00622101;0.244011935;0.303753536;0.924988653;0.712673595;0.95;0.948994825;0.544817263;0.675226911;0.549796973;0.668187766
0.02190819;0.949594343;0.949971288;0.949255958;0.628670338;0.780954888;0.949998913;0.005203657;0.135240099;0.943612544;0.935541245;0.035102898;0.180047869;0.94770845;0.117350295;0.894620456;0.949549679;0.709400372;0;0.933962144;0.156838719;0.92967528;0.808326444;0.946847438;0.07107563;0.935219426;0.201410863;0.004715013;0.232429998;0.372275858;0.925613309;0.761895621;0.947061756;0.949522114;0.633411116;0.523722463;0.385737349;0.72029252
