54366;50982;54934;57465;58166;55394;54874;53648;54290;55120;53329;54422;55822;55596;55047;57264;55685;51338;54324;55233;56703;57399;53679;53962;57175;53936;56519;58390;58132;56613;55876;53679;54029;55852;55132
49000;45598;49494;52042;52534;49932;49476;48337;48816;49489;47878;49015;50376;50259;49632;51875;50313;46106;48794;49836;51179;51906;48241;48621;51739;48518;50974;52848;52644;51157;50441;48244;48519;50278;49748
43267;40161;43878;46318;46845;44298;43834;42797;43211;43890;42314;43398;44690;44631;43984;46212;44608;40589;43297;44149;45503;46243;42727;43042;45987;42822;45231;47091;46994;45482;44586;42580;43115;44643;44017
36877;34030;37547;39851;40463;37919;37486;36508;36922;37587;36036;37051;38278;38303;37679;39819;38248;34372;37030;37804;39151;39802;36517;36674;39523;36428;38768;40588;40652;39135;37935;36186;36945;38291;37569
29805;27337;28872;31669;31556;30327;29756;29446;27766;28570;27923;27716;30052;30027;29410;31460;29866;26734;29041;30112;29782;32418;28506;29524;30888;28261;29731;30798;31694;30694;29091;28369;29649;29445;29538
26312;23784;25506;28338;28127;26886;26380;26072;24286;25042;24544;24295;26663;26656;26090;28053;26541;23229;25592;26794;26409;29082;25097;26301;27502;24851;26367;27416;28279;27242;25785;24980;26358;26028;26211
23568;20989;22706;25538;25355;24132;23525;23249;21461;22301;21743;21502;23874;23889;23256;25257;23686;20432;22845;23987;23582;26308;22319;23481;24725;22047;23556;24647;25499;24455;22953;22162;23534;23239;23396
21772;19187;20884;23687;23545;22286;21675;21405;19636;20458;19901;19698;22065;22046;21445;23446;21832;18600;21045;22135;21759;24486;20474;21644;22909;20254;21709;22808;23695;22640;21113;20341;21688;21415;21598
20800;18243;19854;22610;22602;21213;20646;20355;18637;19372;18840;18715;21074;20979;20469;22477;20716;17572;20101;21049;20743;23494;19409;20565;21904;19310;20638;21718;22740;21656;20034;19321;20632;20416;20660
21411;19036;20203;22760;23225;21525;21031;20698;19230;19719;19117;19260;21534;21211;20933;23006;20893;18096;20739;21211;21171;23860;19704;20676;22314;19959;20915;21881;23279;22232;20287;19787;20847;20900;21230
24582;22480;23319;25552;26396;24550;24199;23899;22595;22707;22160;22554;24648;24148;24189;26112;24176;21370;23961;24226;24425;26772;22735;23781;25349;23363;24083;24676;26258;25492;23658;23182;23900;24073;24555
30560;28502;29357;31435;32240;30702;30187;30073;28723;28819;28186;28621;30569;30158;30167;31959;30706;27508;29858;30366;30547;32543;28798;30035;31272;29421;30328;30665;31932;31568;30181;29499;29947;30064;30515
37109;34797;35748;38083;38715;37357;36551;36512;35099;35464;34588;34944;36978;36682;36430;38460;37258;33915;36210;36865;36942;39104;35278;36449;37801;35705;36818;37410;38469;38089;36609;35892;36350;36477;36760
40075;37567;38638;41274;41673;40272;39509;39393;37971;38364;37428;37745;39929;39561;39317;41556;40238;36716;38944;39779;39876;42200;38108;39310;40832;38521;39689;40618;41655;41059;39389;38712;39250;39339;39585
39356;36679;37751;40634;40937;39435;38660;38470;37098;37548;36497;36819;39134;38680;38419;40905;39302;35795;38031;38866;39011;41539;37186;38301;40107;37613;38748;40009;41114;40292;38305;37740;38326;38471;38665
39208;36514;37507;40471;40761;39154;38461;38197;36915;37314;36212;36584;38950;38378;38195;40799;39018;35566;37764;38556;38799;41366;36886;37935;39932;37403;38444;39862;41066;40119;37926;37464;38027;38233;38420
39795;37181;38022;40970;41299;39650;39016;38694;37527;37904;36728;37134;39493;38850;38699;41367;39468;36176;38294;38999;39326;41848;37392;38299;40455;37951;38914;40384;41661;40675;38326;37963;38470;38768;38903
